Transcript	Count	Read	Feq
ENST00000557811	1	1	1
ENST00000569626	1	1	1
ENST00000545573	1	1	1
ENST00000476106	1	2	1
ENST00000595806	1	2	1
ENST00000462073	1	2	1
ENST00000471841	1	2	1
ENST00000379361	1	2	1
ENST00000398738	1	2	1
ENST00000543600	1	2	1
ENST00000444614	1	2	1
ENST00000536991	1	2	1
ENST00000602149	1	2	1
ENST00000452375	1	2	1
ENST00000449784	1	2	1
ENST00000450501	1	2	1
ENST00000357490	1	2	1
ENST00000432387	1	2	1
ENST00000461350	1	2	1
ENST00000329665	1	2	1
ENST00000562435	1	2	1
ENST00000312675	1	2	1
ENST00000543006	1	2	1
ENST00000357613	1	2	1
ENST00000569540	1	2	1
ENST00000526038	1	2	1
ENST00000373014	1	2	1
ENST00000551365	1	2	1
ENST00000372806	1	2	1
ENST00000499879	1	2	1
ENST00000367612	1	2	1
ENST00000411857	1	2	1
ENST00000310865	1	2	1
ENST00000462972	1	1	2
ENST00000561733	1	1	2
ENST00000414696	1	2	2
ENST00000377670	1	1	3
ENST00000339613	1	1	3
ENST00000438528	1	1	3
ENST00000475165	1	2	3
ENST00000562435	1	2	3
ENST00000597806	1	2	3
ENST00000366932	1	1	4
ENST00000319863	1	2	4
ENST00000354286	1	2	4
ENST00000454337	1	1	5
ENST00000471603	1	1	5
ENST00000377705	1	1	5
ENST00000508335	1	1	5
ENST00000424133	1	1	5
ENST00000323571	1	2	5
ENST00000582781	1	2	5
ENST00000394103	1	2	5
ENST00000536600	1	2	5
ENST00000532425	1	1	6
ENST00000571337	1	1	6
ENST00000470442	1	2	6
ENST00000530958	1	2	6
ENST00000497675	1	2	6
ENST00000377705	1	2	6
ENST00000459901	1	2	6
ENST00000521580	1	2	6
ENST00000361379	1	2	6
ENST00000465826	1	1	7
ENST00000505065	1	1	7
ENST00000361485	1	1	7
ENST00000437538	1	1	7
ENST00000472198	1	1	7
ENST00000573729	1	1	7
ENST00000575324	1	1	7
ENST00000261651	1	1	7
ENST00000582764	1	1	7
ENST00000249344	1	2	7
ENST00000371481	1	1	8
ENST00000371483	1	1	8
ENST00000567188	1	1	8
ENST00000590935	1	1	8
ENST00000488945	1	2	8
ENST00000533041	1	2	8
ENST00000315872	1	1	9
ENST00000504447	1	2	9
ENST00000476192	1	1	10
ENST00000558583	1	1	10
ENST00000489060	1	1	10
ENST00000408926	1	1	10
ENST00000497426	1	1	10
ENST00000474698	1	1	10
ENST00000379558	1	2	10
ENST00000295269	1	2	10
ENST00000309733	1	2	10
ENST00000582452	1	2	10
ENST00000456523	1	2	10
ENST00000355520	1	2	10
ENST00000223073	1	2	10
ENST00000354232	1	2	10
ENST00000282074	1	2	10
ENST00000261200	1	2	10
ENST00000564458	1	2	10
ENST00000564795	1	2	10
ENST00000608326	1	1	11
ENST00000558207	1	2	11
ENST00000608642	2	1	12
ENST00000492173	2	2	12
ENST00000301178	1	1	13
ENST00000395529	1	1	13
ENST00000562009	1	1	13
ENST00000370112	1	2	13
ENST00000429412	1	1	14
ENST00000546113	1	1	14
ENST00000392385	1	1	14
ENST00000409562	1	1	14
ENST00000493254	1	1	14
ENST00000610020	1	1	14
ENST00000481617	1	1	14
ENST00000295025	1	1	14
ENST00000476149	1	2	14
ENST00000518152	1	2	14
ENST00000519167	1	2	14
ENST00000599380	1	1	15
ENST00000526890	1	2	15
ENST00000594734	1	1	16
ENST00000598562	1	1	16
ENST00000411432	1	1	16
ENST00000557832	1	1	16
ENST00000551364	1	1	16
ENST00000597084	1	1	16
ENST00000594612	1	1	16
ENST00000558924	1	1	16
ENST00000439516	1	2	16
ENST00000339474	4	1	17
ENST00000400877	4	1	17
ENST00000334962	4	1	17
ENST00000584306	4	1	17
ENST00000319651	4	1	17
ENST00000579913	4	2	17
ENST00000581296	4	2	17
ENST00000300035	1	1	18
ENST00000396667	1	1	18
ENST00000436580	1	1	18
ENST00000257189	1	2	18
ENST00000307792	1	2	18
ENST00000560440	1	2	18
ENST00000526185	1	2	18
ENST00000550266	1	2	18
ENST00000577961	1	1	19
ENST00000584307	1	1	19
ENST00000314574	1	1	19
ENST00000461206	1	1	19
ENST00000488630	1	1	19
ENST00000398738	1	2	19
ENST00000543600	1	2	19
ENST00000444614	1	2	19
ENST00000536991	1	2	19
ENST00000452375	1	2	19
ENST00000449784	1	2	19
ENST00000450501	1	2	19
ENST00000357490	1	2	19
ENST00000432387	1	2	19
ENST00000461350	1	2	19
ENST00000526038	1	2	19
ENST00000373014	1	2	19
ENST00000321521	1	1	20
ENST00000558583	1	1	20
ENST00000408926	1	1	20
ENST00000379558	1	2	20
ENST00000295269	1	2	20
ENST00000223073	1	2	20
ENST00000526586	1	1	21
ENST00000529806	1	1	21
ENST00000534461	1	1	21
ENST00000527302	1	1	21
ENST00000447334	1	2	21
ENST00000449856	1	2	21
ENST00000393863	1	2	21
ENST00000488803	1	2	21
ENST00000358708	1	2	21
ENST00000476944	1	2	21
ENST00000491637	1	2	21
ENST00000397318	1	2	21
ENST00000406190	1	2	21
ENST00000606183	2	1	22
ENST00000477618	2	2	22
ENST00000340717	1	1	23
ENST00000266688	1	2	23
ENST00000504333	1	2	23
ENST00000379558	1	1	24
ENST00000295269	1	1	24
ENST00000321521	1	1	24
ENST00000309733	1	1	24
ENST00000582452	1	1	24
ENST00000456523	1	1	24
ENST00000483793	1	1	24
ENST00000401491	1	1	24
ENST00000355520	1	1	24
ENST00000558583	1	1	24
ENST00000223073	1	1	24
ENST00000354232	1	1	24
ENST00000463753	1	1	24
ENST00000282074	1	1	24
ENST00000408926	1	1	24
ENST00000261200	1	1	24
ENST00000310613	1	1	24
ENST00000564458	1	1	24
ENST00000564795	1	1	24
ENST00000271375	1	2	24
ENST00000588534	1	1	25
ENST00000262134	1	2	25
ENST00000566915	1	2	25
ENST00000377038	1	2	25
ENST00000324134	1	1	26
ENST00000535162	1	1	26
ENST00000351894	1	1	26
ENST00000354278	1	1	26
ENST00000453932	1	2	26
ENST00000429043	1	2	26
ENST00000602163	1	1	27
ENST00000361127	1	2	27
ENST00000417404	1	1	28
ENST00000587548	1	2	28
ENST00000586022	1	2	28
ENST00000422464	1	1	29
ENST00000560302	1	1	29
ENST00000554706	1	2	29
ENST00000602831	1	2	29
ENST00000480358	1	2	29
ENST00000602647	1	2	29
ENST00000602785	1	2	29
ENST00000602670	1	2	29
ENST00000399598	1	2	29
ENST00000553430	1	2	29
ENST00000527676	1	2	29
ENST00000512701	1	1	30
ENST00000399017	1	1	30
ENST00000471841	1	1	30
ENST00000550522	1	1	30
ENST00000378268	1	1	30
ENST00000380698	1	1	30
ENST00000596217	1	1	30
ENST00000593682	1	1	30
ENST00000311437	1	1	30
ENST00000342063	1	1	30
ENST00000264230	1	1	30
ENST00000504241	1	1	30
ENST00000443948	1	1	30
ENST00000471602	1	2	30
ENST00000243673	1	2	30
ENST00000436928	1	1	31
ENST00000379264	1	1	31
ENST00000379272	1	1	31
ENST00000357096	1	1	31
ENST00000221444	1	1	31
ENST00000590843	1	1	31
ENST00000566899	1	2	31
ENST00000577307	1	1	32
ENST00000392288	1	2	32
ENST00000261200	1	2	32
ENST00000187762	1	1	33
ENST00000551203	1	1	33
ENST00000366784	1	2	33
ENST00000379558	1	1	34
ENST00000295269	1	1	34
ENST00000309733	1	1	34
ENST00000582452	1	1	34
ENST00000456523	1	1	34
ENST00000483793	1	1	34
ENST00000355520	1	1	34
ENST00000473559	1	1	34
ENST00000462714	1	1	34
ENST00000223073	1	1	34
ENST00000354232	1	1	34
ENST00000282074	1	1	34
ENST00000261200	1	1	34
ENST00000564458	1	1	34
ENST00000564795	1	1	34
ENST00000429412	1	2	34
ENST00000546113	1	2	34
ENST00000392385	1	2	34
ENST00000508075	1	2	34
ENST00000409562	1	2	34
ENST00000550703	1	2	34
ENST00000546643	1	2	34
ENST00000478122	1	2	34
ENST00000586722	1	2	34
ENST00000458297	1	2	34
ENST00000566753	1	2	34
ENST00000481617	1	2	34
ENST00000551944	1	1	35
ENST00000557060	1	2	35
ENST00000409562	1	2	35
ENST00000488088	1	2	35
ENST00000604604	1	2	35
ENST00000392857	1	2	35
ENST00000229465	1	2	35
ENST00000469718	1	2	35
ENST00000602666	1	2	35
ENST00000602791	1	1	36
ENST00000602364	1	1	36
ENST00000321521	1	2	36
ENST00000449131	1	1	37
ENST00000224237	1	2	37
ENST00000487938	1	2	37
ENST00000469543	1	2	37
ENST00000421459	1	2	37
ENST00000544301	1	2	37
ENST00000599871	1	1	38
ENST00000222145	1	2	38
ENST00000416158	1	1	39
ENST00000419892	1	2	39
ENST00000518281	1	1	40
ENST00000481782	1	2	40
ENST00000449131	1	1	41
ENST00000471694	1	2	41
ENST00000355354	1	2	41
ENST00000358776	1	1	42
ENST00000512045	1	2	42
ENST00000577070	1	2	42
ENST00000476898	1	2	42
ENST00000462627	1	2	42
ENST00000585345	1	2	42
ENST00000487304	1	1	43
ENST00000334464	1	1	43
ENST00000545467	1	1	43
ENST00000537296	1	1	43
ENST00000307602	1	1	43
ENST00000566991	1	1	43
ENST00000593019	1	1	43
ENST00000381486	1	1	43
ENST00000396123	1	1	43
ENST00000234142	1	1	43
ENST00000593360	1	1	43
ENST00000594962	1	1	43
ENST00000316843	1	1	43
ENST00000479155	1	1	43
ENST00000594780	1	1	43
ENST00000312239	1	1	43
ENST00000375003	1	1	43
ENST00000411678	1	1	43
ENST00000471841	1	2	43
ENST00000379361	1	2	43
ENST00000602149	1	2	43
ENST00000366932	1	2	43
ENST00000329665	1	2	43
ENST00000312675	1	2	43
ENST00000543006	1	2	43
ENST00000469675	1	2	43
ENST00000551365	1	2	43
ENST00000310865	1	2	43
ENST00000552207	1	1	44
ENST00000461102	1	2	44
ENST00000521072	1	1	45
ENST00000424445	1	1	45
ENST00000366333	1	2	45
ENST00000607041	1	2	45
ENST00000394232	1	1	46
ENST00000330276	1	1	46
ENST00000231498	1	1	46
ENST00000552681	1	1	46
ENST00000601993	1	1	46
ENST00000481238	1	1	46
ENST00000477639	1	1	46
ENST00000462616	1	1	46
ENST00000399598	1	1	46
ENST00000373476	1	1	46
ENST00000373475	1	1	46
ENST00000527958	1	2	46
ENST00000263620	1	2	46
ENST00000493328	1	2	46
ENST00000599809	1	1	47
ENST00000601706	1	1	47
ENST00000553258	1	1	47
ENST00000569239	1	1	47
ENST00000411432	1	1	47
ENST00000557832	1	1	47
ENST00000442514	1	1	47
ENST00000551364	1	1	47
ENST00000594612	1	1	47
ENST00000398726	1	1	47
ENST00000548061	1	1	47
ENST00000412930	1	1	47
ENST00000550092	1	1	47
ENST00000549907	1	1	47
ENST00000546454	1	1	47
ENST00000546486	1	1	47
ENST00000558924	1	2	47
ENST00000398107	1	1	48
ENST00000425369	1	1	48
ENST00000560878	1	1	48
ENST00000561088	1	1	48
ENST00000301981	1	1	48
ENST00000372592	1	1	48
ENST00000308941	1	1	48
ENST00000419552	1	1	48
ENST00000464848	1	1	48
ENST00000380698	1	1	48
ENST00000226279	1	1	48
ENST00000288266	1	1	48
ENST00000503038	1	1	48
ENST00000372523	1	2	48
ENST00000341446	1	2	48
ENST00000461837	1	2	48
ENST00000412144	1	2	48
ENST00000383198	1	2	48
ENST00000548408	1	2	48
ENST00000524543	1	2	48
ENST00000528080	1	2	48
ENST00000495024	1	2	48
ENST00000383067	1	2	48
ENST00000383066	1	2	48
ENST00000551943	1	2	48
ENST00000316334	1	2	48
ENST00000397461	1	2	48
ENST00000395684	1	2	48
ENST00000280614	1	2	48
ENST00000434618	1	2	48
ENST00000608382	1	2	48
ENST00000499676	1	2	48
ENST00000251269	1	2	48
ENST00000221996	1	2	48
ENST00000343450	1	2	48
ENST00000562263	1	2	48
ENST00000254942	1	2	48
ENST00000566051	1	2	48
ENST00000603068	1	2	48
ENST00000467834	1	2	48
ENST00000374568	1	2	48
ENST00000374572	1	2	48
ENST00000480059	1	2	48
ENST00000437315	1	2	48
ENST00000417059	1	2	48
ENST00000414812	1	2	48
ENST00000505044	1	2	48
ENST00000467747	1	2	48
ENST00000503374	1	2	48
ENST00000012049	1	2	48
ENST00000366382	1	2	48
ENST00000340417	1	2	48
ENST00000510877	1	2	48
ENST00000442461	1	2	48
ENST00000446851	1	2	48
ENST00000395283	1	2	48
ENST00000395282	1	2	48
ENST00000581287	1	2	48
ENST00000583206	1	2	48
ENST00000408893	1	2	48
ENST00000588578	1	2	48
ENST00000445217	1	2	48
ENST00000392690	1	2	48
ENST00000394670	1	2	48
ENST00000526038	1	2	48
ENST00000475467	1	2	48
ENST00000301019	1	2	48
ENST00000496942	1	2	48
ENST00000482969	1	2	48
ENST00000497738	1	2	48
ENST00000533141	1	2	48
ENST00000374045	1	2	48
ENST00000470617	1	2	48
ENST00000510199	1	2	48
ENST00000243673	1	2	48
ENST00000605421	1	2	48
ENST00000560810	1	2	48
ENST00000550749	1	2	48
ENST00000359975	1	2	48
ENST00000530911	1	1	49
ENST00000526439	1	1	49
ENST00000391366	1	1	49
ENST00000398139	1	1	49
ENST00000557214	1	1	49
ENST00000392869	1	1	49
ENST00000366402	1	1	49
ENST00000481797	1	2	49
ENST00000575952	1	2	49
ENST00000302787	1	1	50
ENST00000452270	1	2	50
ENST00000339089	1	2	50
ENST00000449131	1	1	51
ENST00000508814	1	2	51
ENST00000514253	1	2	51
ENST00000456262	1	1	52
ENST00000418113	1	1	52
ENST00000404929	1	1	52
ENST00000405894	1	1	52
ENST00000426886	1	1	52
ENST00000375771	1	2	52
ENST00000375766	1	2	52
ENST00000400773	1	2	52
ENST00000480198	1	1	53
ENST00000591160	1	1	53
ENST00000426548	1	1	53
ENST00000564951	1	2	53
ENST00000563588	1	1	54
ENST00000535961	1	2	54
ENST00000543228	1	2	54
ENST00000420913	1	1	55
ENST00000598179	1	1	55
ENST00000371666	1	2	55
ENST00000503768	1	1	56
ENST00000503874	1	1	56
ENST00000436901	1	2	56
ENST00000409562	1	1	57
ENST00000493254	1	1	57
ENST00000261200	1	2	57
ENST00000586501	2	1	58
ENST00000569510	2	2	58
ENST00000581641	1	1	59
ENST00000506028	1	1	59
ENST00000549441	1	1	59
ENST00000395069	1	1	59
ENST00000570989	1	2	59
ENST00000370132	1	2	59
ENST00000231188	1	2	59
ENST00000557060	1	1	60
ENST00000493254	1	1	60
ENST00000295025	1	1	60
ENST00000524591	1	2	60
ENST00000496736	1	2	60
ENST00000269919	1	1	61
ENST00000285393	1	1	61
ENST00000367996	1	1	61
ENST00000217740	1	2	61
ENST00000452433	1	1	62
ENST00000466186	1	2	62
ENST00000463826	1	1	63
ENST00000368847	1	1	63
ENST00000343958	1	1	63
ENST00000488894	1	1	63
ENST00000311417	1	2	63
ENST00000432729	1	2	63
ENST00000326831	1	1	64
ENST00000517802	1	1	64
ENST00000602791	1	2	64
ENST00000602364	1	2	64
ENST00000334660	1	1	65
ENST00000324288	1	1	65
ENST00000479456	1	2	65
ENST00000496930	1	1	66
ENST00000320254	1	1	66
ENST00000576629	1	1	66
ENST00000572638	1	1	66
ENST00000333412	1	1	66
ENST00000547001	1	1	66
ENST00000597888	1	1	66
ENST00000600392	1	1	66
ENST00000579913	1	2	66
ENST00000512264	1	1	67
ENST00000371130	1	2	67
ENST00000422452	1	2	67
ENST00000565321	1	1	68
ENST00000571500	1	1	68
ENST00000237380	1	1	68
ENST00000380615	1	1	68
ENST00000349699	1	1	68
ENST00000562438	1	1	68
ENST00000446425	1	1	68
ENST00000489786	1	1	68
ENST00000343295	1	1	68
ENST00000341319	1	1	68
ENST00000343450	1	1	68
ENST00000368562	1	1	68
ENST00000336278	1	1	68
ENST00000534317	1	1	68
ENST00000382093	1	1	68
ENST00000536571	1	1	68
ENST00000470462	1	1	68
ENST00000413800	1	1	68
ENST00000495882	1	1	68
ENST00000360039	1	1	68
ENST00000423751	1	1	68
ENST00000293778	1	1	68
ENST00000576153	1	1	68
ENST00000470889	1	1	68
ENST00000338446	1	1	68
ENST00000491277	1	1	68
ENST00000592173	1	1	68
ENST00000334464	1	1	68
ENST00000340934	1	1	68
ENST00000418436	1	1	68
ENST00000497675	1	1	68
ENST00000337514	1	1	68
ENST00000456098	1	1	68
ENST00000312465	1	1	68
ENST00000456523	1	1	68
ENST00000497613	1	1	68
ENST00000482240	1	1	68
ENST00000475361	1	1	68
ENST00000357613	1	1	68
ENST00000568559	1	1	68
ENST00000536413	1	1	68
ENST00000370435	1	1	68
ENST00000564113	1	1	68
ENST00000519971	1	1	68
ENST00000519565	1	1	68
ENST00000454842	1	1	68
ENST00000496116	1	1	68
ENST00000395889	1	1	68
ENST00000411939	1	1	68
ENST00000375234	1	1	68
ENST00000446045	1	1	68
ENST00000413817	1	1	68
ENST00000560302	1	1	68
ENST00000256649	1	1	68
ENST00000369464	1	1	68
ENST00000547359	1	1	68
ENST00000549657	1	1	68
ENST00000434211	1	1	68
ENST00000546958	1	1	68
ENST00000549371	1	1	68
ENST00000548287	1	1	68
ENST00000432401	1	1	68
ENST00000366261	1	2	68
ENST00000274276	1	2	68
ENST00000355177	2	1	69
ENST00000562840	2	2	69
ENST00000507485	1	1	70
ENST00000512690	1	1	70
ENST00000508783	1	1	70
ENST00000512797	1	1	70
ENST00000322686	1	1	70
ENST00000461022	1	1	70
ENST00000425466	1	2	70
ENST00000487100	1	2	70
ENST00000382175	1	2	70
ENST00000484430	1	2	70
ENST00000398981	1	2	70
ENST00000493479	1	2	70
ENST00000280154	1	1	71
ENST00000393104	1	1	71
ENST00000420788	1	2	71
ENST00000391684	1	1	72
ENST00000429276	1	2	72
ENST00000478538	1	1	73
ENST00000483793	1	1	73
ENST00000558583	1	2	73
ENST00000482979	1	1	74
ENST00000592551	1	1	74
ENST00000448333	1	1	74
ENST00000511024	1	1	74
ENST00000366711	1	1	74
ENST00000484749	1	1	74
ENST00000463920	1	1	74
ENST00000298198	1	1	74
ENST00000489158	1	1	74
ENST00000366956	1	2	74
ENST00000550756	1	2	74
ENST00000497070	1	1	75
ENST00000488801	1	2	75
ENST00000600045	1	2	75
ENST00000366326	1	2	75
ENST00000463896	1	1	76
ENST00000467358	1	2	76
ENST00000549240	1	2	76
ENST00000370580	1	1	77
ENST00000429741	1	2	77
ENST00000380033	1	1	78
ENST00000233057	1	1	78
ENST00000373826	1	1	78
ENST00000554125	1	1	78
ENST00000342660	1	2	78
ENST00000320736	1	2	78
ENST00000564180	1	1	79
ENST00000429650	1	2	79
ENST00000372977	1	2	79
ENST00000592870	1	2	79
ENST00000295025	1	1	80
ENST00000557060	1	2	80
ENST00000551944	1	2	80
ENST00000550977	1	2	80
ENST00000604604	1	2	80
ENST00000479145	1	2	80
ENST00000392857	1	2	80
ENST00000309733	2	1	81
ENST00000604015	2	1	81
ENST00000489060	2	2	81
ENST00000427358	1	1	82
ENST00000366221	1	1	82
ENST00000589889	1	1	82
ENST00000458605	1	1	82
ENST00000400335	1	2	82
ENST00000400338	1	2	82
ENST00000543126	1	2	82
ENST00000557060	1	1	83
ENST00000551944	1	1	83
ENST00000493254	1	1	83
ENST00000555870	1	1	83
ENST00000462119	1	1	83
ENST00000337630	1	1	83
ENST00000604604	1	1	83
ENST00000602666	1	1	83
ENST00000479145	1	2	83
ENST00000295269	1	1	84
ENST00000223073	1	1	84
ENST00000489060	1	1	84
ENST00000538183	1	2	84
ENST00000321521	1	2	84
ENST00000309733	1	2	84
ENST00000312675	1	2	84
ENST00000543006	1	2	84
ENST00000476192	1	2	84
ENST00000558583	1	2	84
ENST00000497426	1	2	84
ENST00000310613	1	2	84
ENST00000474698	1	2	84
ENST00000312675	2	1	85
ENST00000543006	2	1	85
ENST00000489060	2	1	85
ENST00000309733	2	2	85
ENST00000355520	2	2	85
ENST00000550703	1	1	86
ENST00000478122	1	1	86
ENST00000555870	1	1	86
ENST00000359242	1	1	86
ENST00000294678	1	1	86
ENST00000610020	1	2	86
ENST00000480829	1	1	87
ENST00000277491	1	1	87
ENST00000489158	1	1	87
ENST00000596577	1	1	87
ENST00000539680	1	2	87
ENST00000479183	1	2	87
ENST00000473989	1	2	87
ENST00000288561	1	2	87
ENST00000527424	1	2	87
ENST00000240159	1	2	87
ENST00000534961	1	2	87
ENST00000319073	1	2	87
ENST00000497856	1	1	88
ENST00000511865	1	1	88
ENST00000545426	1	1	88
ENST00000315599	1	2	88
ENST00000301357	1	2	88
ENST00000237380	1	1	89
ENST00000559192	1	2	89
ENST00000442225	1	2	89
ENST00000395468	1	2	89
ENST00000455561	1	1	90
ENST00000520490	1	2	90
ENST00000523936	1	2	90
ENST00000519606	1	2	90
ENST00000412545	1	2	90
ENST00000562140	1	1	91
ENST00000607016	1	1	91
ENST00000534529	1	1	91
ENST00000434037	1	2	91
ENST00000576405	1	2	91
ENST00000257189	1	1	92
ENST00000307792	1	1	92
ENST00000560440	1	1	92
ENST00000526185	1	1	92
ENST00000300035	1	2	92
ENST00000574474	1	2	92
ENST00000472200	1	2	92
ENST00000366221	1	2	92
ENST00000333703	1	2	92
ENST00000497663	1	2	92
ENST00000293272	1	2	92
ENST00000366113	1	2	92
ENST00000463941	1	2	92
ENST00000551765	1	2	92
ENST00000396667	1	2	92
ENST00000556123	1	2	92
ENST00000409734	1	2	92
ENST00000504669	1	2	92
ENST00000476121	1	2	92
ENST00000301439	1	2	92
ENST00000334574	1	2	92
ENST00000408959	1	2	92
ENST00000515834	1	2	92
ENST00000491193	1	2	92
ENST00000603197	1	2	92
ENST00000605140	1	2	92
ENST00000605509	1	2	92
ENST00000426371	1	2	92
ENST00000459650	1	2	92
ENST00000371752	1	1	93
ENST00000396105	1	1	93
ENST00000490638	1	1	93
ENST00000427390	1	2	93
ENST00000560659	1	2	93
ENST00000316397	1	2	93
ENST00000558241	1	2	93
ENST00000559199	1	2	93
ENST00000597037	1	2	93
ENST00000531486	1	2	93
ENST00000377205	1	2	93
ENST00000462686	1	2	93
ENST00000415298	1	2	93
ENST00000334271	1	2	93
ENST00000273582	1	2	93
ENST00000564897	1	2	93
ENST00000568624	1	2	93
ENST00000571828	1	2	93
ENST00000483792	1	1	94
ENST00000375787	1	1	94
ENST00000375792	1	1	94
ENST00000488119	1	1	94
ENST00000473167	1	2	94
ENST00000493926	1	2	94
ENST00000466207	1	2	94
ENST00000494351	1	2	94
ENST00000488668	1	2	94
ENST00000490871	1	2	94
ENST00000357066	1	1	95
ENST00000370994	1	2	95
ENST00000383163	1	1	96
ENST00000299163	1	2	96
ENST00000558594	1	1	97
ENST00000560246	1	1	97
ENST00000479503	1	1	97
ENST00000464609	1	2	97
ENST00000513625	1	2	97
ENST00000321081	1	1	98
ENST00000441087	1	2	98
ENST00000366327	2	1	99
ENST00000434415	2	2	99
ENST00000522208	1	1	100
ENST00000561137	1	1	100
ENST00000576221	1	2	100
ENST00000572536	1	2	100
ENST00000476192	1	1	101
ENST00000497426	1	1	101
ENST00000474698	1	1	101
ENST00000456523	1	2	101
ENST00000483793	1	2	101
ENST00000355520	1	2	101
ENST00000558583	1	2	101
ENST00000489060	1	2	101
ENST00000408926	1	2	101
ENST00000558801	2	1	102
ENST00000456932	2	1	102
ENST00000342039	2	2	102
ENST00000338938	2	2	102
ENST00000379430	2	2	102
ENST00000518281	1	1	103
ENST00000598766	1	1	103
ENST00000601644	1	1	103
ENST00000461802	1	1	103
ENST00000476570	1	1	103
ENST00000281508	1	1	103
ENST00000542946	1	1	103
ENST00000507563	1	1	103
ENST00000374323	1	1	103
ENST00000470305	1	1	103
ENST00000588427	1	1	103
ENST00000483921	1	1	103
ENST00000570727	1	1	103
ENST00000520301	1	1	103
ENST00000373019	1	1	103
ENST00000317370	1	1	103
ENST00000572485	1	1	103
ENST00000547441	1	1	103
ENST00000583692	1	1	103
ENST00000451959	1	1	103
ENST00000302764	1	2	103
ENST00000366112	1	1	104
ENST00000356178	1	1	104
ENST00000505479	1	2	104
ENST00000520399	1	1	105
ENST00000607000	1	2	105
ENST00000461769	1	2	105
ENST00000493100	1	2	105
ENST00000362063	1	2	105
ENST00000469087	1	2	105
ENST00000319194	1	2	105
ENST00000372236	1	2	105
ENST00000372226	1	2	105
ENST00000594821	1	2	105
ENST00000521405	1	2	105
ENST00000375749	1	2	105
ENST00000599328	1	2	105
ENST00000543561	1	2	105
ENST00000337673	1	2	105
ENST00000426306	1	2	105
ENST00000603371	1	2	105
ENST00000554101	1	1	106
ENST00000522596	1	2	106
ENST00000528973	1	2	106
ENST00000355285	1	1	107
ENST00000602624	1	1	107
ENST00000375048	1	1	107
ENST00000378228	1	1	107
ENST00000378217	1	1	107
ENST00000381800	1	2	107
ENST00000548445	1	2	107
ENST00000401486	1	2	107
ENST00000538183	1	1	108
ENST00000506754	1	2	108
ENST00000391833	1	1	109
ENST00000599525	1	1	109
ENST00000497269	1	2	109
ENST00000475813	1	2	109
ENST00000490771	1	2	109
ENST00000470446	1	2	109
ENST00000462956	1	2	109
ENST00000558189	1	2	109
ENST00000247178	1	2	109
ENST00000324089	1	2	109
ENST00000557925	1	1	110
ENST00000483089	1	1	110
ENST00000465438	1	1	110
ENST00000469733	1	2	110
ENST00000604938	1	1	111
ENST00000604393	1	1	111
ENST00000603515	1	1	111
ENST00000604517	1	1	111
ENST00000604906	1	1	111
ENST00000605317	1	1	111
ENST00000401010	1	1	111
ENST00000339388	1	1	111
ENST00000369323	1	1	111
ENST00000480568	1	1	111
ENST00000474625	1	1	111
ENST00000369226	1	1	111
ENST00000369228	1	1	111
ENST00000369202	1	1	111
ENST00000580077	1	1	111
ENST00000369227	1	2	111
ENST00000436832	1	2	111
ENST00000566423	1	1	112
ENST00000249822	1	1	112
ENST00000551489	1	1	112
ENST00000479114	1	2	112
ENST00000337120	1	2	112
ENST00000520482	1	2	112
ENST00000311623	1	2	112
ENST00000592865	1	2	112
ENST00000524877	1	2	112
ENST00000484909	1	2	112
ENST00000494927	1	2	112
ENST00000595146	1	2	112
ENST00000528823	1	2	112
ENST00000524797	1	2	112
ENST00000408888	1	2	112
ENST00000366606	1	2	112
ENST00000355797	1	2	112
ENST00000357246	1	2	112
ENST00000377411	1	2	112
ENST00000575801	1	2	112
ENST00000336868	1	2	112
ENST00000473880	1	2	112
ENST00000370105	1	2	112
ENST00000488789	1	2	112
ENST00000393276	1	2	112
ENST00000393274	1	2	112
ENST00000540511	1	2	112
ENST00000411841	1	1	113
ENST00000397755	1	2	113
ENST00000309733	2	1	114
ENST00000310613	2	1	114
ENST00000538183	2	2	114
ENST00000546977	2	2	114
ENST00000548969	2	2	114
ENST00000379562	1	1	115
ENST00000526038	1	1	115
ENST00000554241	1	1	115
ENST00000425673	1	1	115
ENST00000373014	1	1	115
ENST00000398738	1	2	115
ENST00000543600	1	2	115
ENST00000444614	1	2	115
ENST00000461350	1	2	115
ENST00000451353	2	1	116
ENST00000561183	2	2	116
ENST00000602666	1	1	117
ENST00000493254	1	2	117
ENST00000560444	1	1	118
ENST00000373518	1	1	118
ENST00000379380	1	1	118
ENST00000463436	1	1	118
ENST00000307635	1	1	118
ENST00000586426	1	1	118
ENST00000370271	1	1	118
ENST00000595054	1	1	118
ENST00000397718	1	1	118
ENST00000344099	1	2	118
ENST00000606183	1	1	119
ENST00000494396	1	2	119
ENST00000323669	1	1	120
ENST00000395606	1	1	120
ENST00000357758	1	1	120
ENST00000598018	1	2	120
ENST00000481916	1	1	121
ENST00000580938	1	1	121
ENST00000295240	1	1	121
ENST00000392663	1	1	121
ENST00000472667	1	1	121
ENST00000333139	1	2	121
ENST00000446232	1	2	121
ENST00000539061	1	2	121
ENST00000595520	1	1	122
ENST00000553258	1	2	122
ENST00000442514	1	2	122
ENST00000398726	1	2	122
ENST00000548061	1	2	122
ENST00000507287	1	1	123
ENST00000510078	1	1	123
ENST00000394491	1	1	123
ENST00000533154	1	2	123
ENST00000283131	1	1	124
